Date,Open,High,Low,Close,Volume
2016-08-31,759.87,774.98,750.35,769.16,40535991
2016-09-30,770.9,839.95,756,837.31,55857510
2016-10-31,836,847.21,774.61,789.82,68824240
2016-11-30,799,800.84,710.1,750.57,107957108
2016-12-31,752.41,782.46,736.7,749.87,71442489
2017-01-31,757.92,843.84,747.7,823.48,68382071
2017-02-28,829.21,860.86,803,845.04,67444713
2017-03-31,853.05,890.35,833.5,886.54,58522170
2017-04-30,888,949.59,884.49,924.99,72096449
2017-05-31,927.8,1001.2,927.8,994.62,76067607
2017-06-30,998.59,1017,927,968,95856377
2017-07-31,972.79,1083.31,951,987.78,78519365
2017-08-31,996.11,1006.4,936.33,980.6,77129243
2017-09-30,984.2,1000,931.75,961.35,59048242
2017-10-31,964,1122.79,950.37,1105.28,83027061
2017-11-30,1105.4,1213.41,1086.87,1176.75,76933425
2017-12-31,1172.05,1194.78,1124.74,1169.47,57355065
2018-01-31,1172,1472.58,1170.51,1450.89,95973066
2018-02-28,1445,1528.7,1265.93,1512.45,137193003
2018-03-31,1513.6,1617.54,1365.2,1447.34,130400151
2018-04-30,1417.62,1638.1,1352.88,1566.13,129945743
2018-05-31,1563.22,1635,1546.02,1629.62,71615299
2018-06-30,1637.03,1763.1,1635.09,1699.8,85941510
2018-07-31,1682.7,1880.05,1678.06,1777.44,97629820
2018-08-31,1784,2025.57,1776.02,2012.71,96575676
2018-09-30,2026.5,2050.5,1865,2003,94445693
2018-10-31,2021.99,2033.19,1476.36,1598.01,183228552
2018-11-30,1623.53,1784,1420,1690.17,139290208
2018-12-31,1769.46,1778.34,1307,1501.97,154812304
2019-01-31,1465.2,1736.41,1460.93,1718.73,134015530
2019-02-28,1638.88,1673.06,1566.76,1639.83,80936924
2019-03-31,1655.13,1823.75,1586.57,1780.75,100832035
2019-04-30,1800.11,1956.34,1798.73,1926.52,81293732
2019-05-31,1933.09,1964.4,1772.7,1775.07,98214360
2019-06-30,1760.01,1935.2,1672,1893.63,74746589
2019-07-31,1922.98,2035.8,1849.44,1866.78,73190847
2019-08-31,1871.72,1897.92,1743.51,1776.29,79989530
2019-09-30,1770,1853.66,1709.22,1735.91,62003799
2019-10-31,1746,1798.85,1685.06,1776.66,72166251
2019-11-30,1788.01,1824.69,1722.71,1800.8,52047981
2019-12-31,1804.4,1901.4,1735,1847.84,68522009
2020-01-31,1875,2055.72,1815.34,2008.72,84839255
2020-02-29,2010.6,2185.95,1811.13,1883.75,92555977
2020-03-31,1909.52,1996.33,1626.0318,1949.72,163844938
2020-04-30,1932.97,2475,1889.15,2474,124631816
2020-05-31,2336.8,2525.45,2256.38,2442.37,82620883
2020-06-30,2448,2796,2437.13,2758.82,87845661
2020-07-31,2757.99,3344.29,2754,3164.68,127513572
2020-08-31,3180.51,3495,3073,3450.96,83535226
2020-09-30,3489.58,3552.25,2871,3148.73,115969967
2020-10-31,3208,3496.24,3019,3036.15,116252115
2020-11-30,3061.74,3366.8,2950.12,3168.04,90831796
2020-12-31,3188.5,3350.65,3072.82,3256.93,77563116
2021-01-31,3270,3363.89,3086,3206.2,71523813
2021-02-28,3242.36,3434,3036.7,3092.93,72108019
2021-03-31,3127.89,3182,2881.0001,3094.08,78204991
2021-04-30,3117.94,3554,3115.55,3467.42,76843571
2021-05-31,3484.73,3486.645,3127.37,3223.07,75191624
2021-06-30,3243.495,3524.8599,3172.2,3440.16,67011137
2021-07-31,3434.61,3773.0782,3306.98,3327.59,83736347
2021-08-31,3353.1,3472.58,3175.76,3470.79,62866974
2021-09-30,3496.396,3549.99,3273.99,3285.04,62540133
2021-10-31,3289.01,3479,3176.25,3372.43,63680713
2021-11-30,3361.8,3762.145,3283.55,3507.07,75816681
2021-12-31,3545,3559.88,3338.6,3444.24,25347044
