Date,Open,High,Low,Close,Volume
1972-01-31,0.01441,0.01441,0.00716,0.01441,62113141
1972-02-29,0.01441,0.01441,0.01441,0.01441,171439005
1972-03-31,0.01441,0.01441,0.01441,0.01441,112171999
1972-04-30,0.01441,0.01441,0.01441,0.01441,100954782
1972-05-31,0.01441,0.01441,0.01441,0.01441,126235312
1972-06-30,0.01441,0.0217,0.01441,0.0217,228864380
1972-07-31,0.0217,0.02911,0.0217,0.0217,272896092
1972-08-31,0.0217,0.02911,0.0217,0.02911,170601916
1972-09-30,0.02911,0.02911,0.0217,0.02911,85217210
1972-10-31,0.02911,0.03635,0.02911,0.02911,153357520
1972-11-30,0.02911,0.02911,0.02911,0.02911,103633536
1972-12-31,0.02911,0.03635,0.02911,0.02911,136448013
1973-01-31,0.02911,0.02911,0.02911,0.02911,256153963
1973-02-28,0.02911,0.02911,0.02911,0.02911,198728636
1973-03-31,0.02911,0.02911,0.0217,0.02911,159719506
1973-04-30,0.02911,0.03635,0.02911,0.02911,140745197
1973-05-31,0.02911,0.03635,0.02911,0.02911,156929237
1973-06-30,0.02911,0.03635,0.0217,0.02911,149004656
1973-07-31,0.02911,0.0508,0.02911,0.0508,378259763
1973-08-31,0.0508,0.05798,0.04351,0.05798,350021427
1973-09-30,0.05798,0.07246,0.05798,0.06529,334841916
1973-10-31,0.06529,0.08717,0.06529,0.07968,439312535
1973-11-30,0.07968,0.07968,0.05798,0.05798,652718470
1973-12-31,0.05798,0.07246,0.04351,0.07246,557623373
1974-01-31,0.07246,0.08717,0.06529,0.07968,664549538
1974-02-28,0.07968,0.09443,0.07246,0.09443,410516154
1974-03-31,0.09443,0.09443,0.07246,0.07968,400470907
1974-04-30,0.07968,0.09443,0.07968,0.08717,321708680
1974-05-31,0.09443,0.11617,0.09443,0.10156,441023999
1974-06-30,0.10156,0.10156,0.07968,0.08717,673255473
1974-07-31,0.08717,0.08717,0.04351,0.0508,1054677581
1974-08-31,0.0508,0.0508,0.04351,0.04351,511861689
1974-09-30,0.03635,0.03635,0.0217,0.0217,527934082
1974-10-31,0.02911,0.04351,0.0217,0.04351,466025539
1974-11-30,0.03635,0.03635,0.02911,0.03635,343473383
1974-12-31,0.03635,0.03635,0.02911,0.02911,222855899
1975-01-31,0.02911,0.04351,0.02911,0.04351,308724247
1975-02-28,0.04351,0.05798,0.04351,0.05798,398089812
1975-03-31,0.05798,0.07246,0.05798,0.07246,549884840
1975-04-30,0.07246,0.08717,0.07246,0.08717,581508778
1975-05-31,0.08717,0.10156,0.07968,0.09443,514466008
1975-06-30,0.09443,0.10156,0.08717,0.09443,364233601
1975-07-31,0.08717,0.10156,0.07968,0.07968,595720965
1975-08-31,0.07968,0.09443,0.07246,0.09443,480981833
1975-09-30,0.08717,0.10887,0.07968,0.10156,546536414
1975-10-31,0.10156,0.1234,0.09443,0.09443,644607898
1975-11-30,0.10156,0.10887,0.09443,0.10156,455682640
1975-12-31,0.10156,0.10156,0.08717,0.09443,332163187
1976-01-31,0.09443,0.11617,0.09443,0.11617,384993792
1976-02-29,0.11617,0.13789,0.11617,0.1234,393476460
1976-03-31,0.1234,0.14521,0.1234,0.14521,271891599
1976-04-30,0.14521,0.15251,0.13057,0.13789,235183048
1976-05-31,0.13789,0.15976,0.13789,0.13789,231065714
1976-06-30,0.13789,0.14521,0.1234,0.13789,262863313
1976-07-31,0.13789,0.14521,0.1234,0.13057,208197268
1976-08-31,0.13057,0.13057,0.11617,0.1234,155317039
1976-09-30,0.1234,0.13789,0.11617,0.1234,205171278
1976-10-31,0.11617,0.1234,0.10887,0.10887,197432697
1976-11-30,0.10887,0.11617,0.09443,0.11617,258646770
1976-12-31,0.11617,0.1234,0.10156,0.11617,263012120
1977-01-31,0.11617,0.11617,0.10887,0.10887,249122390
1977-02-28,0.10887,0.11617,0.10887,0.10887,253537335
1977-03-31,0.10887,0.11617,0.08717,0.09443,327301779
1977-04-30,0.09443,0.10156,0.07246,0.08717,342729318
1977-05-31,0.08717,0.09443,0.08717,0.08717,289997913
1977-06-30,0.08717,0.10156,0.08717,0.10156,278142015
1977-07-31,0.10156,0.10887,0.09443,0.10156,205320112
1977-08-31,0.10156,0.10887,0.09443,0.09443,183989432
1977-09-30,0.09443,0.10156,0.08717,0.09443,154225705
1977-10-31,0.10156,0.10156,0.08717,0.08717,369467020
1977-11-30,0.08717,0.10156,0.08717,0.09443,258894814
1977-12-31,0.09443,0.09443,0.08717,0.08717,194059497
1978-01-31,0.08717,0.09443,0.08717,0.08717,206659475
1978-02-28,0.08717,0.09443,0.07968,0.07968,258299547
1978-03-31,0.07968,0.08717,0.07968,0.08717,298629380
1978-04-30,0.08717,0.10887,0.08717,0.10156,321547458
1978-05-31,0.10156,0.1234,0.10156,0.10887,366738731
1978-06-30,0.10887,0.1234,0.10887,0.11617,275413682
1978-07-31,0.11617,0.13789,0.11617,0.13057,230014061
1978-08-31,0.13057,0.15251,0.13057,0.13789,263865356
1978-09-30,0.13789,0.15976,0.13057,0.13789,221719919
1978-10-31,0.13789,0.14521,0.11617,0.11617,230410916
1978-11-30,0.1234,0.13057,0.11617,0.1234,174931332
1978-12-31,0.13057,0.13789,0.11617,0.1234,162946455
1979-01-31,0.1234,0.15251,0.1234,0.13789,309503059
1979-02-28,0.13789,0.15251,0.13789,0.14521,227315479
1979-03-31,0.14521,0.16691,0.14521,0.15976,346568817
1979-04-30,0.15976,0.16691,0.15251,0.16691,248004572
1979-05-31,0.16691,0.18873,0.15976,0.17409,326157533
1979-06-30,0.17409,0.20326,0.16691,0.19604,288774284
1979-07-31,0.19604,0.20326,0.1814,0.18873,225675178
1979-08-31,0.18873,0.21774,0.18873,0.21774,208769376
1979-09-30,0.21049,0.24667,0.20326,0.23216,228797062
1979-10-31,0.23216,0.24667,0.21774,0.23216,350021389
1979-11-30,0.23216,0.27579,0.23216,0.26124,320760368
1979-12-31,0.26124,0.27579,0.2541,0.2541,170724732
1980-01-31,0.24667,0.26848,0.23944,0.2541,342560630
1980-02-29,0.2541,0.28312,0.2541,0.26848,334941106
1980-03-31,0.26848,0.27579,0.21774,0.23216,407670430
1980-04-30,0.23216,0.23944,0.21049,0.23216,348063616
1980-05-31,0.23216,0.26124,0.23216,0.2541,264169601
1980-06-30,0.26124,0.26124,0.24667,0.24667,294885749
1980-07-31,0.2541,0.31932,0.2541,0.31932,397960862
1980-08-31,0.31932,0.35557,0.31207,0.33377,378171280
1980-09-30,0.33377,0.36286,0.32662,0.33377,247898758
1980-10-31,0.34103,0.37742,0.31207,0.31932,301367632
1980-11-30,0.31932,0.37742,0.31932,0.34831,261590072
1980-12-31,0.32662,0.34103,0.29025,0.30484,425978434
1981-01-31,0.30484,0.31932,0.28312,0.28312,291856485
1981-02-28,0.27579,0.30484,0.24667,0.26124,439630080
1981-03-31,0.27579,0.28312,0.24667,0.27579,399746684
1981-04-30,0.27579,0.30484,0.26848,0.28312,394852209
1981-05-31,0.28312,0.31932,0.26848,0.31207,303814876
1981-06-30,0.30484,0.30484,0.26124,0.27579,296195375
1981-07-31,0.26848,0.27579,0.24667,0.2541,260994808
1981-08-31,0.2541,0.2541,0.21049,0.21049,225053438
1981-09-30,0.21774,0.23216,0.17409,0.1814,383237734
1981-10-31,0.1814,0.21774,0.1814,0.21774,353645985
1981-11-30,0.21774,0.22489,0.1814,0.18873,294766705
1981-12-31,0.18873,0.19604,0.16691,0.16691,387100385
1982-01-31,0.17409,0.20326,0.15976,0.19604,517148041
1982-02-28,0.18873,0.19604,0.1814,0.19604,328062388
1982-03-31,0.20326,0.21774,0.17409,0.21774,476153456
1982-04-30,0.21774,0.24667,0.21049,0.23944,713244708
1982-05-31,0.23944,0.26124,0.22489,0.23216,529728163
1982-06-30,0.22489,0.23944,0.21049,0.23944,462369555
1982-07-31,0.23944,0.2541,0.21774,0.24667,533299807
1982-08-31,0.24667,0.28312,0.20326,0.27579,1171791267
1982-09-30,0.26848,0.30484,0.24667,0.24667,1131894641
1982-10-31,0.24667,0.31207,0.24667,0.28312,905650652
1982-11-30,0.28312,0.30484,0.24667,0.29025,977030679
1982-12-31,0.29025,0.31207,0.26124,0.29025,1088069204
1983-01-31,0.29025,0.35557,0.28312,0.32662,971144065
1983-02-28,0.32662,0.35557,0.31932,0.34831,690240648
1983-03-31,0.34831,0.37026,0.31207,0.36286,705757438
1983-04-30,0.36286,0.37742,0.32662,0.37742,551925317
1983-05-31,0.37742,0.45004,0.36286,0.43533,716472391
1983-06-30,0.42819,0.5874,0.41369,0.5661,793831619
1983-07-31,0.5661,0.7474,0.5296,0.6099,964496850
1983-08-31,0.6099,0.6242,0.5369,0.6167,802330841
1983-09-30,0.6167,0.697,0.6023,0.6314,705420168
1983-10-31,0.6314,0.6677,0.5587,0.5732,726922773
1983-11-30,0.5732,0.6532,0.5296,0.6314,711730045
1983-12-31,0.6314,0.6532,0.5954,0.6386,484963524
1984-01-31,0.6314,0.6603,0.5078,0.5587,832921320
1984-02-29,0.5587,0.5806,0.47173,0.5661,1135003296
1984-03-31,0.5661,0.5732,0.5154,0.5442,667269652
1984-04-30,0.5442,0.5442,0.46443,0.5296,673658932
1984-05-31,0.5296,0.5732,0.45004,0.46443,710076505
1984-06-30,0.47173,0.5154,0.42819,0.4571,771078901
1984-07-31,0.4571,0.47173,0.38468,0.46443,768730895
1984-08-31,0.46443,0.5661,0.46443,0.5442,954846760
1984-09-30,0.5442,0.5517,0.45004,0.47173,749186040
1984-10-31,0.47173,0.501,0.39916,0.4211,1062340127
1984-11-30,0.4211,0.45004,0.40641,0.42819,705671495
1984-12-31,0.42819,0.44274,0.37742,0.4211,702589278
1985-01-31,0.4211,0.49336,0.41369,0.46443,895299490
1985-02-28,0.46443,0.48626,0.41369,0.4211,688673077
1985-03-31,0.4211,0.42819,0.37026,0.4211,717497585
1985-04-30,0.4211,0.44274,0.39916,0.41369,566443376
1985-05-31,0.41369,0.42819,0.37742,0.39916,765026945
1985-06-30,0.39916,0.41369,0.34103,0.39182,1215173556
1985-07-31,0.39182,0.45004,0.38468,0.42819,1009029980
1985-08-31,0.42819,0.45004,0.37742,0.39182,591696250
1985-09-30,0.39182,0.41369,0.37026,0.39182,698151177
1985-10-31,0.39182,0.39916,0.31207,0.38468,1076560540
1985-11-30,0.38468,0.45004,0.37026,0.42819,1045917176
1985-12-31,0.42819,0.47173,0.41369,0.44274,845448566
1986-01-31,0.44274,0.47173,0.39916,0.42819,1270573752
1986-02-28,0.42819,0.48626,0.4211,0.4211,1704647954
1986-03-31,0.4211,0.44274,0.38468,0.39182,1153820594
1986-04-30,0.39182,0.47173,0.37026,0.42819,1285283671
1986-05-31,0.42819,0.45004,0.38468,0.41369,793553831
1986-06-30,0.41369,0.41369,0.32662,0.34831,917245279
1986-07-31,0.34831,0.34831,0.26124,0.27579,1207904588
1986-08-31,0.28312,0.36286,0.24667,0.34831,834885723
1986-09-30,0.34831,0.34831,0.28312,0.29025,930929967
1986-10-31,0.29752,0.32662,0.26848,0.30484,979233176
1986-11-30,0.30484,0.34831,0.29025,0.34831,613324554
1986-12-31,0.34103,0.35557,0.31207,0.31932,919976917
1987-01-31,0.31207,0.47173,0.31207,0.47173,2472809994
1987-02-28,0.47173,0.5806,0.46443,0.5732,2400887621
1987-03-31,0.5661,0.6314,0.5154,0.5874,1957388255
1987-04-30,0.5806,0.7258,0.5732,0.7112,2204645453
1987-05-31,0.7038,0.7184,0.5954,0.6603,1248733813
1987-06-30,0.6603,0.6824,0.5954,0.6603,1655385665
1987-07-31,0.6603,0.762,0.646,0.7184,1425087171
1987-08-31,0.7112,0.8493,0.6747,0.7909,1684428449
1987-09-30,0.7982,0.8854,0.7763,0.8709,1831639821
1987-10-31,0.878,0.9439,0.40641,0.5874,3650355601
1987-11-30,0.5874,0.646,0.4571,0.48626,1845800758
1987-12-31,0.49336,0.6314,0.47173,0.5954,1861088277
1988-01-31,0.6099,0.6603,0.48626,0.5732,1789712682
1988-02-29,0.5732,0.6603,0.5225,0.6386,1452469796
1988-03-31,0.6386,0.74,0.6242,0.6603,2126862921
1988-04-30,0.6603,0.7549,0.6603,0.697,1311394181
1988-05-31,0.7038,0.7474,0.6532,0.697,1016790603
1988-06-30,0.697,0.8418,0.6893,0.8127,1811186627
1988-07-31,0.82,0.8272,0.7474,0.7841,1271268244
1988-08-31,0.7692,0.7982,0.6242,0.6314,1666834786
1988-09-30,0.6242,0.6677,0.5732,0.6242,1757435530
1988-10-31,0.6099,0.6386,0.5369,0.5587,2179630719
1988-11-30,0.5661,0.5732,0.43533,0.45004,2277780440
1988-12-31,0.4571,0.5442,0.44274,0.5369,1454648063
1989-01-31,0.5369,0.5874,0.5154,0.5874,1836809910
1989-02-28,0.5954,0.6314,0.5517,0.5806,1349804785
1989-03-31,0.5806,0.6167,0.5225,0.5954,1205258908
1989-04-30,0.5954,0.6893,0.5587,0.6532,1571255744
1989-05-31,0.646,0.7474,0.6386,0.733,1298280490
1989-06-30,0.733,0.762,0.6314,0.6532,1491325793
1989-07-31,0.6532,0.7112,0.6242,0.6893,1170830028
1989-08-31,0.6893,0.7474,0.6386,0.6747,1806023184
1989-09-30,0.6747,0.733,0.6603,0.7258,1138746908
1989-10-31,0.7258,0.7909,0.6747,0.762,1770253795
1989-11-30,0.7549,0.7909,0.6677,0.7841,1125492138
1989-12-31,0.7841,0.8127,0.6747,0.7763,1177633765
1990-01-31,0.7763,0.9002,0.7692,0.8926,2239263978
1990-02-28,0.8926,0.9359,0.8566,0.907,1248048130
1990-03-31,0.907,0.9872,0.878,0.9439,1866555999
1990-04-30,0.9288,0.9941,0.878,0.8926,1502882948
1990-05-31,0.8926,1.1104,0.8926,1.0886,2209897112
1990-06-30,1.0886,1.1031,1.016,1.0595,1250839318
1990-07-31,1.0595,1.1756,0.8854,1.0087,1951001212
1990-08-31,1.0087,1.0087,0.6893,0.7549,2715064685
1990-09-30,0.7474,0.7763,0.6747,0.7474,1487255900
1990-10-31,0.7474,0.8127,0.6314,0.7549,1868531425
1990-11-30,0.7474,0.8709,0.733,0.8493,1237152407
1990-12-31,0.8566,0.907,0.7841,0.8709,1205241295
