Date,Open,High,Low,Close,Volume
1959-09-30,371.93,375.31,371.93,375.31
1959-10-31,366.2,369.58,328.49,369.58
1959-11-30,364.9,381.37,364.9,379.51
1959-12-31,382.34,417.79,382.34,417.79
1960-01-31,426.08,426.08,412.21,417.19
1960-02-29,419.83,429.95,407,410.24
1960-03-31,412.77,413.47,394.84,411.61
1960-04-30,415.63,432.74,415.63,431.03
1960-05-31,434.08,468.11,420.87,463.94
1960-06-30,458.25,533.31,458.25,533.31
1960-07-31,545.99,557.52,516.5,527.43
1960-08-31,533.83,589.17,533.83,589.17
1960-09-30,591.62,603.79,527.65,551.23
1960-10-31,548.18,567.9,539.41,543.09
1960-11-30,545.1,564.88,518.32,538.44
1960-12-31,543.31,548.33,517.2,534.09
1961-01-31,536.32,537.77,514.86,531.78
1961-02-28,527.58,539.18,508.68,539.18
1961-03-31,539.96,548.07,515.34,536.24
1961-04-30,541.6,544.13,533.9,541.67
1961-05-31,544.13,579.46,544.13,572.51
1961-06-30,578.38,591.48,546.29,554.1
1961-07-31,545.06,547.4,498.87,525.35
1961-08-31,526.2,542.9,471.01,474.88
1961-09-30,474.69,495.52,455.98,477.41
1961-10-31,481.16,501.58,474.5,501.58
1961-11-30,501.51,530.81,501.51,509.95
1961-12-31,506.83,506.83,485.66,489.79
1962-01-31,494.7,494.7,473.72,478.37
1962-02-28,481.91,481.91,469.45,473.09
1962-03-31,474.36,481.24,444.68,466.99
1962-04-30,470.82,470.82,448.43,448.43
1962-05-31,447.43,448.58,354.41,399.6
1962-06-30,406.26,406.26,356.9,374.68
1962-07-31,371.85,399.49,360.73,360.73
1962-08-31,366.65,394.21,342.58,383.09
1962-09-30,382.04,382.04,353.81,354.52
1962-10-31,354.04,358.2,316.62,349.57
1962-11-30,346.26,404.14,346.26,404.14
1962-12-31,402.8,402.8,380.22,386.32
1963-01-31,383.46,383.46,361.85,367.02
1963-02-28,367.35,367.5,346.67,349.57
1963-03-31,348.83,364.9,348.79,364.19
1963-04-30,363.86,383.23,363.86,380.63
1963-05-31,380.67,442.56,380.67,437.05
1963-06-30,437.5,437.5,423.4,423.4
1963-07-31,423.96,435.82,419.98,433
1963-08-31,431.25,455.05,430.84,453.23
1963-09-30,453.64,464.35,450.81,452.15
1963-10-31,455.91,457.28,428.16,436.72
1963-11-30,440.18,440.18,420.43,423.14
1963-12-31,426.64,441.78,426.64,438.95
1964-01-31,443,475.58,443,475.58
1964-02-29,476.85,488.64,471.68,488.64
1964-03-31,494.51,510.69,492.65,509.73
1964-04-30,509.99,515.45,496.41,500.35
1964-05-31,494.55,501.02,481.72,482.28
1964-06-30,477.18,485.51,467.18,485.51
1964-07-31,492.13,502.66,489.2,502.66
1964-08-31,501.21,518.47,499.35,518.47
1964-09-30,523.52,527.39,499.91,505.52
1964-10-31,506.3,507.72,479.53,479.82
1964-11-30,482.98,491.06,463.98,472.79
1964-12-31,478.63,481.05,474.36,477.89
1965-01-31,482.95,491.61,475.66,489.05
1965-02-28,488.56,488.56,459.67,472.83
1965-03-31,471.42,472.46,449.25,450.74
1965-04-30,452.71,466.95,452.71,456.02
1965-05-31,456.91,465.91,450.14,465.02
1965-06-30,467.48,467.48,423.48,434.26
1965-07-31,436.68,459.37,429.02,459.22
1965-08-31,464.46,469.11,457.25,459.93
1965-09-30,460.86,475.73,457.21,461.79
1965-10-31,458.77,458.77,440.36,440.36
1965-11-30,435.97,451.04,425.97,425.97
1965-12-31,423.55,432.96,422.03,422.36
1966-01-31,418.34,448.92,418.34,444.97
1966-02-28,447.39,453.38,435.45,448.95
1966-03-31,446.02,446.02,429.8,429.8
1966-04-30,430.95,430.95,410.83,410.83
1966-05-31,406.74,416.78,398,400.23
1966-06-30,395.36,401.98,356.79,362.52
1966-07-31,374.72,374.72,338.68,338.68
1966-08-31,340.05,368.91,340.05,356.23
1966-09-30,352.59,379.55,352.07,367.32
1966-10-31,361.59,366.24,341.28,341.28
1966-11-30,339.27,348.53,324.99,343.77
1966-12-31,343.81,355.49,330.49,333.36
1967-01-31,337.26,364.19,319.93,364.19
1967-02-28,369.4,382.82,366.5,374.31
1967-03-31,378.7,388.37,376.91,388.37
1967-04-30,385.91,387.29,362.37,367.5
1967-05-31,367.17,379.37,363.11,373.49
1967-06-30,373.08,374.57,361.51,362
1967-07-31,360.81,389.82,360.81,388.33
1967-08-31,392.9,441.03,392.9,436.49
1967-09-30,437.39,464.46,434.97,442.48
1967-10-31,434.19,466.77,434.19,466.77
1967-11-30,467.85,488.34,463.31,484.77
1967-12-31,483.1,503.22,477.48,503.22
1968-01-31,514.75,547.25,509.54,524.57
1968-02-29,522.56,533.72,520.44,522.22
1968-03-31,520.44,535.61,513.56,535.61
1968-04-30,542.75,564.51,538.33,562.21
1968-05-31,565.26,575.19,551.42,557.52
1968-06-30,566.52,591.36,564.85,591.36
1968-07-31,593.93,598.84,570.16,585.71
1968-08-31,587.2,603.19,583.22,591.22
1968-09-30,584.04,585.86,566.59,567.3
1968-10-31,573.18,590.84,573.18,581.92
1968-11-30,577.12,577.12,560.12,560.12
1968-12-31,551.64,566.3,536.95,555.62
1969-01-31,560.35,591.4,558.71,591.4
1969-02-28,588.2,590.55,568.04,571.95
1969-03-31,572.92,586.98,567.19,581.36
1969-04-30,582.92,592.33,565.96,581.25
1969-05-31,584.26,622.27,584.26,622.27
1969-06-30,625.02,639.31,573.33,588.76
1969-07-31,585.64,588.87,548.41,568.83
1969-08-31,577.79,610.41,577.19,610.41
1969-09-30,614.94,620,593.89,601.48
1969-10-31,597.76,633.99,597.76,627.29
1969-11-30,626.59,659.2,626.59,656.67
1969-12-31,657.42,658.46,614.94,622.38
1970-01-31,629.1,629.1,579.8,582.2
1970-02-28,574.6,585.5,564.5,564.5
1970-03-31,558.6,575.3,549.4,572.7
1970-04-30,573.9,582.7,524.1,532.9
1970-05-31,530.8,537.5,444.6,485.8
1970-06-30,473.8,498.2,464.8,464.8
1970-07-31,466.2,492.5,455.9,492.5
1970-08-31,497.2,513.7,494.7,496.6
1970-09-30,494.1,497.8,473.7,486.7
1970-10-31,479.7,491.4,466.5,477.2
1970-11-30,474.2,477.7,445.8,458.2
1970-12-31,461.7,461.7,443.9,443.9
1971-01-31,444.2,511.9,444.2,511.9
1971-02-28,506.9,542.2,500.4,533.5
1971-03-31,531.8,540.7,523.8,538.5
1971-04-30,541.6,541.6,497.8,503.9
1971-05-31,501.2,515.6,491.3,515.6
